State,Year,Type,Gender,Age_group,Total,Total Population,totalPerCapita
Madhya Pradesh,2010,By coming under running vehicles/trains,Male,30-44,39,71399.09999999998,0.0005462253725887303
Madhya Pradesh,2010,By Jumping off Moving Vehicles/Trains,Male,30-44,27,71399.09999999998,0.00037815602717681325
Madhya Pradesh,2010,By Drowning,Male,45-59,51,71399.09999999998,0.0007142947180006473
Madhya Pradesh,2010,By coming under running vehicles/trains,Male,45-59,26,71399.09999999998,0.00036415024839248685
Madhya Pradesh,2010,By Jumping off Moving Vehicles/Trains,Male,45-59,11,71399.09999999998,0.0001540635666275906
Madhya Pradesh,2010,By Self Infliction of injury,Male,45-59,3,71399.09999999998,4.2017336352979256e-05
Madhya Pradesh,2010,By Consuming Insecticides,Male,45-59,193,71399.09999999998,0.0027031153053749986
Madhya Pradesh,2010,By Fire/Self Immolation,Male,45-59,33,71399.09999999998,0.00046219069988277176
Madhya Pradesh,2010,By Overdose of sleeping pills,Male,45-59,5,71399.09999999998,7.002889392163208e-05
Madhya Pradesh,2010,By Fire-Arms,Male,45-59,5,71399.09999999998,7.002889392163208e-05
Madhya Pradesh,2010,By Other means (please specify),Male,45-59,118,71399.09999999998,0.0016526818965505172
Madhya Pradesh,2010,By Over Alcoholism,Male,45-59,44,71399.09999999998,0.0006162542665103624
Madhya Pradesh,2010,By Machine,Male,45-59,2,71399.09999999998,2.8011557568652835e-05
Madhya Pradesh,2010,By Consuming Other Poison,Male,45-59,69,71399.09999999998,0.0009663987361185228
Madhya Pradesh,2010,By Hanging,Male,45-59,401,71399.09999999998,0.005616317292514893
Madhya Pradesh,2010,By Jumping from (Building),Male,45-59,3,71399.09999999998,4.2017336352979256e-05
Madhya Pradesh,2010,By Jumping from (Other sites),Male,45-59,5,71399.09999999998,7.002889392163208e-05
Madhya Pradesh,2010,By touching electric wires,Male,45-59,21,71399.09999999998,0.0002941213544708548
Madhya Pradesh,2010,By Drowning,Male,60+,20,71399.09999999998,0.00028011557568652834
Madhya Pradesh,2010,By Over Alcoholism,Male,60+,8,71399.09999999998,0.00011204623027461134
Madhya Pradesh,2010,By Machine,Male,60+,1,71399.09999999998,1.4005778784326418e-05
Madhya Pradesh,2010,By touching electric wires,Male,60+,9,71399.09999999998,0.00012605200905893777
Madhya Pradesh,2010,By Fire-Arms,Male,60+,6,71399.09999999998,8.403467270595851e-05
Madhya Pradesh,2010,By coming under running vehicles/trains,Male,60+,10,71399.09999999998,0.00014005778784326417
Madhya Pradesh,2010,By Consuming Insecticides,Male,60+,62,71399.09999999998,0.0008683582846282379
Madhya Pradesh,2010,By Fire/Self Immolation,Male,60+,18,71399.09999999998,0.00025210401811787554
Madhya Pradesh,2010,By Overdose of sleeping pills,Male,60+,1,71399.09999999998,1.4005778784326418e-05
Madhya Pradesh,2010,By Jumping from (Building),Male,60+,3,71399.09999999998,4.2017336352979256e-05
Madhya Pradesh,2010,By Hanging,Male,60+,157,71399.09999999998,0.0021989072691392477
Madhya Pradesh,2010,By Jumping off Moving Vehicles/Trains,Male,60+,12,71399.09999999998,0.00016806934541191702
Madhya Pradesh,2010,By Other means (please specify),Male,60+,82,71399.09999999998,0.0011484738603147662
Madhya Pradesh,2010,By Jumping from (Other sites),Male,60+,2,71399.09999999998,2.8011557568652835e-05
Madhya Pradesh,2010,By Consuming Other Poison,Male,60+,33,71399.09999999998,0.00046219069988277176
Madhya Pradesh,2011,By Consuming Insecticides,Male,0-14,27,72626.99999999997,0.000371762567640134
Madhya Pradesh,2011,By coming under running vehicles/trains,Male,0-14,2,72626.99999999997,2.753796797334326e-05
Madhya Pradesh,2011,By Hanging,Male,0-14,66,72626.99999999997,0.0009087529431203275
Madhya Pradesh,2011,By Fire/Self Immolation,Male,0-14,13,72626.99999999997,0.00017899679182673117
Madhya Pradesh,2011,By touching electric wires,Male,0-14,1,72626.99999999997,1.376898398667163e-05
Madhya Pradesh,2011,By Self Infliction of injury,Male,0-14,2,72626.99999999997,2.753796797334326e-05
Madhya Pradesh,2011,By Consuming Other Poison,Male,0-14,20,72626.99999999997,0.0002753796797334326
Madhya Pradesh,2011,By Other means (please specify),Male,0-14,11,72626.99999999997,0.00015145882385338792
Madhya Pradesh,2011,By Drowning,Male,0-14,14,72626.99999999997,0.0001927657758134028
Madhya Pradesh,2011,By coming under running vehicles/trains,Male,15-29,43,72626.99999999997,0.0005920663114268801
Madhya Pradesh,2011,By Drowning,Male,15-29,98,72626.99999999997,0.0013493604306938196
Madhya Pradesh,2011,By Consuming Insecticides,Male,15-29,476,72626.99999999997,0.006554036377655696
Madhya Pradesh,2011,By Fire/Self Immolation,Male,15-29,169,72626.99999999997,0.002326958293747505
Madhya Pradesh,2011,By Overdose of sleeping pills,Male,15-29,1,72626.99999999997,1.376898398667163e-05
Madhya Pradesh,2011,By Over Alcoholism,Male,15-29,29,72626.99999999997,0.00039930053561347724
Madhya Pradesh,2011,By Other means (please specify),Male,15-29,64,72626.99999999997,0.0008812149751469843
Madhya Pradesh,2011,By Fire-Arms,Male,15-29,12,72626.99999999997,0.00016522780784005954
Madhya Pradesh,2011,By Consuming Other Poison,Male,15-29,217,72626.99999999997,0.0029878695251077435
Madhya Pradesh,2011,By Machine,Male,15-29,2,72626.99999999997,2.753796797334326e-05
Madhya Pradesh,2011,By Self Infliction of injury,Male,15-29,9,72626.99999999997,0.00012392085588004467
Madhya Pradesh,2011,By Hanging,Male,15-29,811,72626.99999999997,0.01116664601319069
Madhya Pradesh,2011,By Jumping from (Building),Male,15-29,3,72626.99999999997,4.1306951960014886e-05
Madhya Pradesh,2011,By touching electric wires,Male,15-29,23,72626.99999999997,0.0003166866316934475
Madhya Pradesh,2011,By Jumping from (Other sites),Male,15-29,2,72626.99999999997,2.753796797334326e-05
Madhya Pradesh,2011,By Jumping off Moving Vehicles/Trains,Male,15-29,18,72626.99999999997,0.00024784171176008934
Madhya Pradesh,2011,By Hanging,Male,30-44,756,72626.99999999997,0.010409351893923752
Madhya Pradesh,2011,By Jumping from (Other sites),Male,30-44,2,72626.99999999997,2.753796797334326e-05
Madhya Pradesh,2011,By Self Infliction of injury,Male,30-44,7,72626.99999999997,9.63828879067014e-05
Madhya Pradesh,2011,By Fire/Self Immolation,Male,30-44,115,72626.99999999997,0.0015834331584672374
Madhya Pradesh,2011,By Consuming Other Poison,Male,30-44,184,72626.99999999997,0.00253349305354758
Madhya Pradesh,2011,By Drowning,Male,30-44,78,72626.99999999997,0.001073980750960387
Madhya Pradesh,2011,By coming under running vehicles/trains,Male,30-44,28,72626.99999999997,0.0003855315516268056
Madhya Pradesh,2011,By Other means (please specify),Male,30-44,93,72626.99999999997,0.0012805155107604616
Madhya Pradesh,2011,By Over Alcoholism,Male,30-44,49,72626.99999999997,0.0006746802153469098
Madhya Pradesh,2011,By Jumping from (Building),Male,30-44,6,72626.99999999997,8.261390392002977e-05
Madhya Pradesh,2011,By Overdose of sleeping pills,Male,30-44,4,72626.99999999997,5.507593594668652e-05
Madhya Pradesh,2011,By Jumping off Moving Vehicles/Trains,Male,30-44,8,72626.99999999997,0.00011015187189337303
Madhya Pradesh,2011,By Fire-Arms,Male,30-44,13,72626.99999999997,0.00017899679182673117
Madhya Pradesh,2011,By Machine,Male,30-44,6,72626.99999999997,8.261390392002977e-05
Madhya Pradesh,2011,By Consuming Insecticides,Male,30-44,391,72626.99999999997,0.005383672738788607
Madhya Pradesh,2011,By touching electric wires,Male,30-44,19,72626.99999999997,0.00026161069574676094
Madhya Pradesh,2011,By Consuming Insecticides,Male,45-59,183,72626.99999999997,0.002519724069560908
Madhya Pradesh,2011,By Fire/Self Immolation,Male,45-59,59,72626.99999999997,0.0008123700552136261
Madhya Pradesh,2011,By Overdose of sleeping pills,Male,45-59,9,72626.99999999997,0.00012392085588004467
Madhya Pradesh,2011,By Drowning,Male,45-59,61,72626.99999999997,0.0008399080231869694
Madhya Pradesh,2011,By Hanging,Male,45-59,382,72626.99999999997,0.005259751882908562
Madhya Pradesh,2011,By Other means (please specify),Male,45-59,59,72626.99999999997,0.0008123700552136261
Madhya Pradesh,2011,By Consuming Other Poison,Male,45-59,84,72626.99999999997,0.0011565946548804168
Madhya Pradesh,2011,By Jumping off Moving Vehicles/Trains,Male,45-59,9,72626.99999999997,0.00012392085588004467
Madhya Pradesh,2011,By Over Alcoholism,Male,45-59,22,72626.99999999997,0.00030291764770677584
Madhya Pradesh,2011,By coming under running vehicles/trains,Male,45-59,29,72626.99999999997,0.00039930053561347724
Madhya Pradesh,2011,By Jumping from (Building),Male,45-59,3,72626.99999999997,4.1306951960014886e-05
Madhya Pradesh,2011,By touching electric wires,Male,45-59,9,72626.99999999997,0.00012392085588004467
Madhya Pradesh,2011,By Fire-Arms,Male,45-59,4,72626.99999999997,5.507593594668652e-05
Madhya Pradesh,2011,By Jumping from (Other sites),Male,45-59,1,72626.99999999997,1.376898398667163e-05
Madhya Pradesh,2011,By Machine,Male,45-59,1,72626.99999999997,1.376898398667163e-05
Madhya Pradesh,2011,By Self Infliction of injury,Male,45-59,1,72626.99999999997,1.376898398667163e-05
Madhya Pradesh,2011,By Self Infliction of injury,Male,60+,2,72626.99999999997,2.753796797334326e-05
Madhya Pradesh,2011,By coming under running vehicles/trains,Male,60+,14,72626.99999999997,0.0001927657758134028
Madhya Pradesh,2011,By Fire-Arms,Male,60+,5,72626.99999999997,6.884491993335815e-05
Madhya Pradesh,2011,By Consuming Other Poison,Male,60+,37,72626.99999999997,0.0005094524075068503
Madhya Pradesh,2011,By Jumping from (Building),Male,60+,4,72626.99999999997,5.507593594668652e-05
Madhya Pradesh,2011,By Fire/Self Immolation,Male,60+,15,72626.99999999997,0.00020653475980007444
Madhya Pradesh,2011,By Other means (please specify),Male,60+,39,72626.99999999997,0.0005369903754801935
Madhya Pradesh,2011,By Consuming Insecticides,Male,60+,79,72626.99999999997,0.0010877497349470588
Madhya Pradesh,2011,By Hanging,Male,60+,172,72626.99999999997,0.0023682652457075203
Madhya Pradesh,2011,By Over Alcoholism,Male,60+,20,72626.99999999997,0.0002753796797334326
Madhya Pradesh,2011,By touching electric wires,Male,60+,18,72626.99999999997,0.00024784171176008934
Madhya Pradesh,2011,By Machine,Male,60+,1,72626.99999999997,1.376898398667163e-05
Madhya Pradesh,2011,By Overdose of sleeping pills,Male,60+,4,72626.99999999997,5.507593594668652e-05
Madhya Pradesh,2011,By Drowning,Male,60+,20,72626.99999999997,0.0002753796797334326
Madhya Pradesh,2011,By Jumping off Moving Vehicles/Trains,Male,60+,2,72626.99999999997,2.753796797334326e-05
Madhya Pradesh,2012,By coming under running vehicles/trains,Male,0-14,2,73854.89999999997,2.708012603090656e-05
Madhya Pradesh,2012,By Fire/Self Immolation,Male,0-14,9,73854.89999999997,0.00012186056713907952
Madhya Pradesh,2012,By Hanging,Male,0-14,45,73854.89999999997,0.0006093028356953976
Madhya Pradesh,2012,By Overdose of sleeping pills,Male,0-14,1,73854.89999999997,1.354006301545328e-05
Madhya Pradesh,2012,By Consuming Other Poison,Male,0-14,10,73854.89999999997,0.00013540063015453281
Madhya Pradesh,2012,By Jumping from (Building),Male,0-14,1,73854.89999999997,1.354006301545328e-05
Madhya Pradesh,2012,By Consuming Insecticides,Male,0-14,19,73854.89999999997,0.00025726119729361233
Madhya Pradesh,2012,By touching electric wires,Male,0-14,7,73854.89999999997,9.478044110817296e-05
Madhya Pradesh,2012,By Other means (please specify),Male,0-14,12,73854.89999999997,0.00016248075618543936
Madhya Pradesh,2012,By Drowning,Male,0-14,38,73854.89999999997,0.0005145223945872247
Madhya Pradesh,2012,By coming under running vehicles/trains,Male,15-29,42,73854.89999999997,0.0005686826466490377
Madhya Pradesh,2012,By Jumping from (Building),Male,15-29,7,73854.89999999997,9.478044110817296e-05
Madhya Pradesh,2012,By Fire/Self Immolation,Male,15-29,99,73854.89999999997,0.0013404662385298747
Madhya Pradesh,2012,By Jumping from (Other sites),Male,15-29,8,73854.89999999997,0.00010832050412362625
Madhya Pradesh,2012,By Hanging,Male,15-29,927,73854.89999999997,0.012551638415325191
Madhya Pradesh,2012,By Fire-Arms,Male,15-29,21,73854.89999999997,0.00028434132332451887
Madhya Pradesh,2012,By Other means (please specify),Male,15-29,78,73854.89999999997,0.0010561249152053558
Madhya Pradesh,2012,By Over Alcoholism,Male,15-29,17,73854.89999999997,0.00023018107126270576
Madhya Pradesh,2012,By Consuming Insecticides,Male,15-29,435,73854.89999999997,0.005889927411722177
Madhya Pradesh,2012,By Overdose of sleeping pills,Male,15-29,4,73854.89999999997,5.416025206181312e-05
Madhya Pradesh,2012,By Consuming Other Poison,Male,15-29,189,73854.89999999997,0.00255907190992067
Madhya Pradesh,2012,By Jumping off Moving Vehicles/Trains,Male,15-29,3,73854.89999999997,4.062018904635984e-05
Madhya Pradesh,2012,By Machine,Male,15-29,1,73854.89999999997,1.354006301545328e-05
Madhya Pradesh,2012,By touching electric wires,Male,15-29,37,73854.89999999997,0.0005009823315717714
Madhya Pradesh,2012,By Drowning,Male,15-29,125,73854.89999999997,0.00169250787693166
Madhya Pradesh,2012,By Self Infliction of injury,Male,15-29,3,73854.89999999997,4.062018904635984e-05
Madhya Pradesh,2012,By Fire/Self Immolation,Male,30-44,144,73854.89999999997,0.0019497690742252723
Madhya Pradesh,2012,By Jumping off Moving Vehicles/Trains,Male,30-44,9,73854.89999999997,0.00012186056713907952
Madhya Pradesh,2012,By Jumping from (Building),Male,30-44,9,73854.89999999997,0.00012186056713907952
Madhya Pradesh,2012,By Self Infliction of injury,Male,30-44,4,73854.89999999997,5.416025206181312e-05
Madhya Pradesh,2012,By Over Alcoholism,Male,30-44,52,73854.89999999997,0.0007040832768035706
Madhya Pradesh,2012,By Other means (please specify),Male,30-44,117,73854.89999999997,0.0015841873728080337
Madhya Pradesh,2012,By touching electric wires,Male,30-44,32,73854.89999999997,0.000433282016494505
Madhya Pradesh,2012,By coming under running vehicles/trains,Male,30-44,36,73854.89999999997,0.00048744226855631807
Madhya Pradesh,2012,By Hanging,Male,30-44,887,73854.89999999997,0.012010035894707059
Madhya Pradesh,2012,By Overdose of sleeping pills,Male,30-44,6,73854.89999999997,8.124037809271968e-05
Madhya Pradesh,2012,By Drowning,Male,30-44,136,73854.89999999997,0.001841448570101646
Madhya Pradesh,2012,By Consuming Other Poison,Male,30-44,185,73854.89999999997,0.0025049116578588567
Madhya Pradesh,2012,By Jumping from (Other sites),Male,30-44,8,73854.89999999997,0.00010832050412362625
Madhya Pradesh,2012,By Consuming Insecticides,Male,30-44,350,73854.89999999997,0.004739022055408648
Madhya Pradesh,2012,By Fire-Arms,Male,30-44,13,73854.89999999997,0.00017602081920089265
Madhya Pradesh,2012,By Other means (please specify),Male,45-59,136,73854.89999999997,0.001841448570101646
Madhya Pradesh,2012,By touching electric wires,Male,45-59,27,73854.89999999997,0.00036558170141723855
Madhya Pradesh,2012,By Jumping from (Other sites),Male,45-59,5,73854.89999999997,6.770031507726641e-05
Madhya Pradesh,2012,By Jumping off Moving Vehicles/Trains,Male,45-59,4,73854.89999999997,5.416025206181312e-05
Madhya Pradesh,2012,By Consuming Insecticides,Male,45-59,191,73854.89999999997,0.0025861520359515763
Madhya Pradesh,2012,By Consuming Other Poison,Male,45-59,112,73854.89999999997,0.0015164870577307674
Madhya Pradesh,2012,By Fire/Self Immolation,Male,45-59,54,73854.89999999997,0.0007311634028344771
Madhya Pradesh,2012,By Jumping from (Building),Male,45-59,2,73854.89999999997,2.708012603090656e-05
Madhya Pradesh,2012,By coming under running vehicles/trains,Male,45-59,31,73854.89999999997,0.0004197419534790517
Madhya Pradesh,2012,By Overdose of sleeping pills,Male,45-59,7,73854.89999999997,9.478044110817296e-05
Madhya Pradesh,2012,By Over Alcoholism,Male,45-59,36,73854.89999999997,0.00048744226855631807
Madhya Pradesh,2012,By Hanging,Male,45-59,471,73854.89999999997,0.006377369680278495
Madhya Pradesh,2012,By Fire-Arms,Male,45-59,10,73854.89999999997,0.00013540063015453281
Madhya Pradesh,2012,By Drowning,Male,45-59,56,73854.89999999997,0.0007582435288653837
Madhya Pradesh,2012,By Self Infliction of injury,Male,45-59,6,73854.89999999997,8.124037809271968e-05
Madhya Pradesh,2012,By Jumping off Moving Vehicles/Trains,Male,60+,3,73854.89999999997,4.062018904635984e-05
Madhya Pradesh,2012,By Other means (please specify),Male,60+,61,73854.89999999997,0.0008259438439426501
Madhya Pradesh,2012,By Drowning,Male,60+,36,73854.89999999997,0.00048744226855631807
Madhya Pradesh,2012,By Jumping from (Building),Male,60+,4,73854.89999999997,5.416025206181312e-05
Madhya Pradesh,2012,By Hanging,Male,60+,179,73854.89999999997,0.002423671279766137
Madhya Pradesh,2012,By Fire-Arms,Male,60+,5,73854.89999999997,6.770031507726641e-05
Madhya Pradesh,2012,By Self Infliction of injury,Male,60+,2,73854.89999999997,2.708012603090656e-05
Madhya Pradesh,2012,By coming under running vehicles/trains,Male,60+,9,73854.89999999997,0.00012186056713907952
Madhya Pradesh,2012,By Overdose of sleeping pills,Male,60+,4,73854.89999999997,5.416025206181312e-05
Madhya Pradesh,2012,By touching electric wires,Male,60+,8,73854.89999999997,0.00010832050412362625
Madhya Pradesh,2012,By Machine,Male,60+,1,73854.89999999997,1.354006301545328e-05
Madhya Pradesh,2012,By Consuming Insecticides,Male,60+,88,73854.89999999997,0.0011915255453598887
Madhya Pradesh,2012,By Consuming Other Poison,Male,60+,52,73854.89999999997,0.0007040832768035706
Madhya Pradesh,2012,By Over Alcoholism,Male,60+,20,73854.89999999997,0.00027080126030906563
Madhya Pradesh,2012,By Jumping from (Other sites),Male,60+,3,73854.89999999997,4.062018904635984e-05
Madhya Pradesh,2012,By Fire/Self Immolation,Male,60+,23,73854.89999999997,0.00031142144935542547
Maharashtra,2001,By Consuming Insecticides,Male,0-14,43,96879.0,0.0004438526409232135
Maharashtra,2001,By Consuming Other Poison,Male,0-14,6,96879.0,6.193292664044839e-05
Maharashtra,2001,By coming under running vehicles/trains,Male,0-14,2,96879.0,2.0644308880149466e-05
Maharashtra,2001,By Self Infliction of injury,Male,0-14,8,96879.0,8.257723552059786e-05
Maharashtra,2001,By Hanging,Male,0-14,35,96879.0,0.00036127540540261565
Maharashtra,2001,By touching electric wires,Male,0-14,1,96879.0,1.0322154440074733e-05
Maharashtra,2001,By Drowning,Male,0-14,21,96879.0,0.00021676524324156939
Maharashtra,2001,By Fire/Self Immolation,Male,0-14,11,96879.0,0.00011354369884082205
Maharashtra,2001,By Overdose of sleeping pills,Male,0-14,1,96879.0,1.0322154440074733e-05
Maharashtra,2001,By touching electric wires,Male,15-29,17,96879.0,0.00017547662548127044
Maharashtra,2001,By Over Alcoholism,Male,15-29,49,96879.0,0.0005057855675636619
Maharashtra,2001,By Drowning,Male,15-29,342,96879.0,0.0035301768185055584
Maharashtra,2001,By Machine,Male,15-29,2,96879.0,2.0644308880149466e-05
Maharashtra,2001,By Fire-Arms,Male,15-29,6,96879.0,6.193292664044839e-05
Maharashtra,2001,By Jumping from (Other sites),Male,15-29,13,96879.0,0.00013418800772097152
Maharashtra,2001,By Jumping off Moving Vehicles/Trains,Male,15-29,15,96879.0,0.00015483231660112098
Maharashtra,2001,By Consuming Other Poison,Male,15-29,273,96879.0,0.002817948162140402
Maharashtra,2001,By Overdose of sleeping pills,Male,15-29,12,96879.0,0.00012386585328089678
Maharashtra,2001,By coming under running vehicles/trains,Male,15-29,66,96879.0,0.0006812621930449323
Maharashtra,2001,By Fire/Self Immolation,Male,15-29,213,96879.0,0.002198618895735918
Maharashtra,2001,By Consuming Insecticides,Male,15-29,935,96879.0,0.009651214401469875
Maharashtra,2001,By Hanging,Male,15-29,818,96879.0,0.00844352233198113
Maharashtra,2001,By Self Infliction of injury,Male,15-29,8,96879.0,8.257723552059786e-05
Maharashtra,2001,By Other means (please specify),Male,15-29,1,96879.0,1.0322154440074733e-05
Maharashtra,2001,By Jumping from (Building),Male,15-29,35,96879.0,0.00036127540540261565
Maharashtra,2001,By touching electric wires,Male,30-44,18,96879.0,0.00018579877992134518
Maharashtra,2001,By Jumping from (Other sites),Male,30-44,10,96879.0,0.00010322154440074732
Maharashtra,2001,By Self Infliction of injury,Male,30-44,25,96879.0,0.00025805386100186833
Maharashtra,2001,By Fire-Arms,Male,30-44,4,96879.0,4.128861776029893e-05
Maharashtra,2001,By Drowning,Male,30-44,497,96879.0,0.005130110756717142
Maharashtra,2001,By Consuming Insecticides,Male,30-44,1145,96879.0,0.011818866833885569
Maharashtra,2001,By Jumping off Moving Vehicles/Trains,Male,30-44,17,96879.0,0.00017547662548127044
Maharashtra,2001,By Consuming Other Poison,Male,30-44,301,96879.0,0.0031069684864624943
Maharashtra,2001,By Overdose of sleeping pills,Male,30-44,15,96879.0,0.00015483231660112098
Maharashtra,2001,By coming under running vehicles/trains,Male,30-44,107,96879.0,0.0011044705250879963
Maharashtra,2001,By Fire/Self Immolation,Male,30-44,329,96879.0,0.003395988810784587
Maharashtra,2001,By Machine,Male,30-44,2,96879.0,2.0644308880149466e-05
Maharashtra,2001,By Jumping from (Building),Male,30-44,26,96879.0,0.00026837601544194305
Maharashtra,2001,By Hanging,Male,30-44,1047,96879.0,0.010807295698758245
Maharashtra,2001,By Other means (please specify),Male,30-44,2,96879.0,2.0644308880149466e-05
Maharashtra,2001,By Over Alcoholism,Male,30-44,125,96879.0,0.0012902693050093415
Maharashtra,2001,By Consuming Other Poison,Male,45-59,168,96879.0,0.001734121945932555
Maharashtra,2001,By coming under running vehicles/trains,Male,45-59,43,96879.0,0.0004438526409232135
Maharashtra,2001,By Hanging,Male,45-59,565,96879.0,0.005832017258642224
Maharashtra,2001,By Consuming Insecticides,Male,45-59,629,96879.0,0.006492635142807007
Maharashtra,2001,By Jumping from (Other sites),Male,45-59,3,96879.0,3.0966463320224195e-05
Maharashtra,2001,By Over Alcoholism,Male,45-59,96,96879.0,0.0009909268262471742
Maharashtra,2001,By Jumping from (Building),Male,45-59,7,96879.0,7.225508108052313e-05
Maharashtra,2001,By Fire/Self Immolation,Male,45-59,155,96879.0,0.0015999339382115835
Maharashtra,2001,By Jumping off Moving Vehicles/Trains,Male,45-59,8,96879.0,8.257723552059786e-05
Maharashtra,2001,By Fire-Arms,Male,45-59,9,96879.0,9.289938996067259e-05
Maharashtra,2001,By Self Infliction of injury,Male,45-59,30,96879.0,0.00030966463320224196
Maharashtra,2001,By Overdose of sleeping pills,Male,45-59,11,96879.0,0.00011354369884082205
Maharashtra,2001,By touching electric wires,Male,45-59,5,96879.0,5.161077220037366e-05
Maharashtra,2001,By Drowning,Male,45-59,209,96879.0,0.002157330277975619
Maharashtra,2001,By Drowning,Male,60+,113,96879.0,0.0011664034517284447
Maharashtra,2001,By Jumping from (Building),Male,60+,5,96879.0,5.161077220037366e-05
Maharashtra,2001,By Hanging,Male,60+,198,96879.0,0.002043786579134797
Maharashtra,2001,By Overdose of sleeping pills,Male,60+,4,96879.0,4.128861776029893e-05
Maharashtra,2001,By touching electric wires,Male,60+,5,96879.0,5.161077220037366e-05
Maharashtra,2001,By Jumping off Moving Vehicles/Trains,Male,60+,3,96879.0,3.0966463320224195e-05
Maharashtra,2001,By coming under running vehicles/trains,Male,60+,24,96879.0,0.00024773170656179356
Maharashtra,2001,By Self Infliction of injury,Male,60+,24,96879.0,0.00024773170656179356
Maharashtra,2001,By Jumping from (Other sites),Male,60+,3,96879.0,3.0966463320224195e-05
Maharashtra,2001,By Fire-Arms,Male,60+,2,96879.0,2.0644308880149466e-05
Maharashtra,2001,By Consuming Other Poison,Male,60+,68,96879.0,0.0007019065019250818
Maharashtra,2001,By Fire/Self Immolation,Male,60+,57,96879.0,0.0005883628030842597
Maharashtra,2001,By Over Alcoholism,Male,60+,46,96879.0,0.0004748191042434377
Maharashtra,2001,By Consuming Insecticides,Male,60+,245,96879.0,0.0025289278378183093
Maharashtra,2002,By touching electric wires,Male,0-14,1,98428.5,1.0159659041842555e-05
Maharashtra,2002,By Fire/Self Immolation,Male,0-14,6,98428.5,6.095795425105534e-05
Maharashtra,2002,By Consuming Other Poison,Male,0-14,9,98428.5,9.1436931376583e-05
Maharashtra,2002,By Overdose of sleeping pills,Male,0-14,1,98428.5,1.0159659041842555e-05
Maharashtra,2002,By Consuming Insecticides,Male,0-14,38,98428.5,0.0003860670435900171
Maharashtra,2002,By Hanging,Male,0-14,27,98428.5,0.000274310794129749
Maharashtra,2002,By Drowning,Male,0-14,20,98428.5,0.0002031931808368511
Maharashtra,2002,By Hanging,Male,15-29,825,98428.5,0.00838171870952011
Maharashtra,2002,By Other means,Male,15-29,1,98428.5,1.0159659041842555e-05
Maharashtra,2002,By Over Alcoholism,Male,15-29,36,98428.5,0.000365747725506332
Maharashtra,2002,By Consuming Other Poison,Male,15-29,315,98428.5,0.003200292598180405
Maharashtra,2002,By Machine,Male,15-29,1,98428.5,1.0159659041842555e-05
Maharashtra,2002,By Fire-Arms,Male,15-29,8,98428.5,8.127727233474044e-05
Maharashtra,2002,By touching electric wires,Male,15-29,11,98428.5,0.00011175624946026811
Maharashtra,2002,By Fire/Self Immolation,Male,15-29,210,98428.5,0.0021335283987869366
Maharashtra,2002,By Jumping off Moving Vehicles/Trains,Male,15-29,17,98428.5,0.00017271420371132344
Maharashtra,2002,By Jumping from (Building),Male,15-29,24,98428.5,0.00024383181700422135
Maharashtra,2002,By Consuming Insecticides,Male,15-29,1029,98428.5,0.01045428915405599
Maharashtra,2002,By coming under running vehicles/trains,Male,15-29,64,98428.5,0.0006502181786779235
Maharashtra,2002,By Drowning,Male,15-29,288,98428.5,0.002925981804050656
Maharashtra,2002,By Jumping from (Other sites),Male,15-29,9,98428.5,9.1436931376583e-05
Maharashtra,2002,By Overdose of sleeping pills,Male,15-29,3,98428.5,3.047897712552767e-05
Maharashtra,2002,By Self Infliction of injury,Male,15-29,3,98428.5,3.047897712552767e-05
Maharashtra,2002,By Self Infliction of injury,Male,30-44,6,98428.5,6.095795425105534e-05
Maharashtra,2002,By Jumping off Moving Vehicles/Trains,Male,30-44,31,98428.5,0.00031494943029711925
Maharashtra,2002,By Overdose of sleeping pills,Male,30-44,4,98428.5,4.063863616737022e-05
Maharashtra,2002,By Fire-Arms,Male,30-44,6,98428.5,6.095795425105534e-05
Maharashtra,2002,By Over Alcoholism,Male,30-44,112,98428.5,0.0011378818126863662
Maharashtra,2002,By Consuming Other Poison,Male,30-44,367,98428.5,0.003728594868356218
Maharashtra,2002,By Jumping from (Building),Male,30-44,50,98428.5,0.0005079829520921278
Maharashtra,2002,By Jumping from (Other sites),Male,30-44,11,98428.5,0.00011175624946026811
Maharashtra,2002,By coming under running vehicles/trains,Male,30-44,66,98428.5,0.0006705374967616086
Maharashtra,2002,By Drowning,Male,30-44,353,98428.5,0.0035863596417704223
Maharashtra,2002,By Consuming Insecticides,Male,30-44,1187,98428.5,0.012059515282667113
Maharashtra,2002,By Other means,Male,30-44,1,98428.5,1.0159659041842555e-05
Maharashtra,2002,By touching electric wires,Male,30-44,6,98428.5,6.095795425105534e-05
Maharashtra,2002,By Hanging,Male,30-44,1151,98428.5,0.011693767557160782
Maharashtra,2002,By Fire/Self Immolation,Male,30-44,317,98428.5,0.00322061191626409
Maharashtra,2002,By Machine,Male,30-44,2,98428.5,2.031931808368511e-05
Maharashtra,2002,By touching electric wires,Male,45-59,9,98428.5,9.1436931376583e-05
Maharashtra,2002,By Consuming Insecticides,Male,45-59,559,98428.5,0.0056792494043899884
Maharashtra,2002,By coming under running vehicles/trains,Male,45-59,51,98428.5,0.0005181426111339703
Maharashtra,2002,By Fire/Self Immolation,Male,45-59,137,98428.5,0.0013918732887324302
Maharashtra,2002,By Hanging,Male,45-59,603,98428.5,0.006126274402231061
